X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8837162.89852614,5412707.15750861,81322429,9001431003,2019,2019/07/30 04:00:00+00,39,GERRARD ST W,LA PLANTE AVE,63 m East of,Minor Arterial,Toronto and East York,1110,43.658251,-79.385585,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,Unknown,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking,,,,Yes,,Yes,,,,,,,Yes,,Yes,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,186
-8828128.8765703,5422033.54238604,81330879,9001693858,2019,2019/09/04 04:00:00+00,1722,O CONNOR DR,SUNRISE AVE,,Major Arterial,North York,1619,43.718833,-79.304431,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,43,Victoria Village,43,Victoria Village (43),D55,187
-8828128.8765703,5422033.54238604,81330880,9001693858,2019,2019/09/04 04:00:00+00,1722,O CONNOR DR,SUNRISE AVE,,Major Arterial,North York,1619,43.718833,-79.304431,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,43,Victoria Village,43,Victoria Village (43),D55,188
-8828128.8765703,5422033.54238604,81330881,9001693858,2019,2019/09/04 04:00:00+00,1722,O CONNOR DR,SUNRISE AVE,,Major Arterial,North York,1619,43.718833,-79.304431,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,Minimal,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,43,Victoria Village,43,Victoria Village (43),D55,189
-8838774.02551639,5410573.24420275,81333102,9001718859,2019,2019/09/08 04:00:00+00,106,KING ST W,PORTLAND ST,5 m West of,Major Arterial,Toronto and East York,10,43.644381,-79.400058,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,,East,"Automobile, Station Wagon",Turning Right,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,Yes,Yes,,,,,,,,,Yes,,164,Wellington Place,77,Waterfront Communities-The Island (77),D14,190
-8838774.02551639,5410573.24420275,81333103,9001718859,2019,2019/09/08 04:00:00+00,106,KING ST W,PORTLAND ST,5 m West of,Major Arterial,Toronto and East York,10,43.644381,-79.400058,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,,South,Bicycle,Going Ahead,,,,,,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal,,Yes,Yes,,,,,,,,,Yes,,164,Wellington Place,77,Waterfront Communities-The Island (77),D14,191
-8857070.49702317,5415153.37921121,81452640,9001837052,2019,2019/09/24 04:00:00+00,321,EGLINTON AV W,HWY 401 W ON-RAMP,130 m West of,Major Arterial,Etobicoke York,12,43.674147,-79.564418,Mid-Block,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,,,,Yes,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,192
-8857070.49702317,5415153.37921121,81452641,9001837052,2019,2019/09/24 04:00:00+00,321,EGLINTON AV W,HWY 401 W ON-RAMP,130 m West of,Major Arterial,Etobicoke York,12,43.674147,-79.564418,Mid-Block,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),D22,193
-8861520.8276261,5427746.37589356,81452849,9002016124,2019,2019/10/19 04:00:00+00,248,CABERNET CRCL,MOSELLE DR,13 m West of,Collector,Etobicoke York,1,43.755912,-79.604396,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,194
-8861520.8276261,5427746.37589356,81452850,9002016124,2019,2019/10/19 04:00:00+00,248,CABERNET CRCL,MOSELLE DR,13 m West of,Collector,Etobicoke York,1,43.755912,-79.604396,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,195
-8861520.8276261,5427746.37589356,81452851,9002016124,2019,2019/10/19 04:00:00+00,248,CABERNET CRCL,MOSELLE DR,13 m West of,Collector,Etobicoke York,1,43.755912,-79.604396,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Other,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,196
-8861520.8276261,5427746.37589356,81452852,9002016124,2019,2019/10/19 04:00:00+00,248,CABERNET CRCL,MOSELLE DR,13 m West of,Collector,Etobicoke York,1,43.755912,-79.604396,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Other,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,197
-8820175.21027261,5431787.35398647,81339096,9002465950,2019,2019/12/22 05:00:00+00,1834,PROGRESS AVE,MARKHAM RD,,Major Arterial,Scarborough,24,43.782126,-79.232982,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,62,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,Yes,,142,Woburn North,137,Woburn (137),D43,198
-8820175.21027261,5431787.35398647,81339097,9002465950,2019,2019/12/22 05:00:00+00,1834,PROGRESS AVE,MARKHAM RD,,Major Arterial,Scarborough,24,43.782126,-79.232982,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Major,,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,Yes,,142,Woburn North,137,Woburn (137),D43,199
-8820175.21027261,5431787.35398647,81339098,9002465950,2019,2019/12/22 05:00:00+00,1834,PROGRESS AVE,MARKHAM RD,,Major Arterial,Scarborough,24,43.782126,-79.232982,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,61,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,Yes,,142,Woburn North,137,Woburn (137),D43,200
-8820175.21027261,5431787.35398647,81339099,9002465950,2019,2019/12/22 05:00:00+00,1834,PROGRESS AVE,MARKHAM RD,,Major Arterial,Scarborough,24,43.782126,-79.232982,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,40 to 44,Minimal,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,,,,Yes,,142,Woburn North,137,Woburn (137),D43,201
-8855436.43821782,5407251.81242815,81509117,118659,2020,2020/01/17 05:00:00+00,2140,THE EAST MALL,CORONET RD,,Minor Arterial,Etobicoke York,,43.622786,-79.549739,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,30 to 34,Major,,South,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,,,Yes,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,202
-8855436.43821782,5407251.81242815,81509118,118659,2020,2020/01/17 05:00:00+00,2140,THE EAST MALL,CORONET RD,,Minor Arterial,Etobicoke York,,43.622786,-79.549739,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,Minor,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,,,Yes,,159,Etobicoke City Centre,14,Islington-City Centre West (14),D22,203
-8842184.85471429,5416143.37826549,81514925,220521,2020,2020/02/01 05:00:00+00,406,ST CLAIR AVE W,ATLAS AVE,23 m West of,Major Arterial,Toronto and East York,12,43.680579,-79.430698,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,94,Wychwood,94,Wychwood (94),D13,204
-8842184.85471429,5416143.37826549,81514926,220521,2020,2020/02/01 05:00:00+00,406,ST CLAIR AVE W,ATLAS AVE,23 m West of,Major Arterial,Toronto and East York,12,43.680579,-79.430698,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,94,Wychwood,94,Wychwood (94),D13,205
-8842184.85471429,5416143.37826549,81514927,220521,2020,2020/02/01 05:00:00+00,406,ST CLAIR AVE W,ATLAS AVE,23 m West of,Major Arterial,Toronto and East York,12,43.680579,-79.430698,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,94,Wychwood,94,Wychwood (94),D13,206
-8833180.5550625,5412792.40119642,81485370,522896,2020,2020/03/13 04:00:00+00,27,QUEEN ST E,BROADVIEW AVE,,Major Arterial,Toronto and East York,14,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,,Yes,,Yes,,70,South Riverdale,70,South Riverdale (70),D55,207
-8833180.5550625,5412792.40119642,81485371,522896,2020,2020/03/13 04:00:00+00,27,QUEEN ST E,BROADVIEW AVE,,Major Arterial,Toronto and East York,14,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Minimal,,North,,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,Yes,,70,South Riverdale,70,South Riverdale (70),D55,208
-8833180.5550625,5412792.40119642,81485372,522896,2020,2020/03/13 04:00:00+00,27,QUEEN ST E,BROADVIEW AVE,,Major Arterial,Toronto and East York,14,43.658805,-79.349811,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,North,,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,Yes,,70,South Riverdale,70,South Riverdale (70),D55,209
-8844451.65350532,5414673.1940084,81510972,1374223,2020,2020/07/24 04:00:00+00,254,CALEDONIA PARK RD,DAVENPORT RD,3 m South of,Minor Arterial,Etobicoke York,9,43.671027,-79.451061,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D13,210
-8844451.65350532,5414673.1940084,81510973,1374223,2020,2020/07/24 04:00:00+00,254,CALEDONIA PARK RD,DAVENPORT RD,3 m South of,Minor Arterial,Etobicoke York,9,43.671027,-79.451061,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,Minor,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D13,211
-8859108.86821909,5425970.9341865,81432061,1776003,2020,2020/09/19 04:00:00+00,616,KIPLING AVE,STEVENSON RD,,Major Arterial,Etobicoke York,1,43.744391,-79.582729,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,212
-8859108.86821909,5425970.9341865,81432064,1776003,2020,2020/09/19 04:00:00+00,616,KIPLING AVE,STEVENSON RD,,Major Arterial,Etobicoke York,1,43.744391,-79.582729,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,25,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,213
-8851540.70131801,5407364.53236252,81514060,2063243,2020,2020/10/30 04:00:00+00,2331,THE QUEENSWAY,ISLINGTON AVE,30 m South of,Major Arterial,Etobicoke York,,43.623519,-79.514743,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,35 to 39,Major,,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,16,Stonegate-Queensway,16,Stonegate-Queensway (16),D22,214
-8851540.70131801,5407364.53236252,81514061,2063243,2020,2020/10/30 04:00:00+00,2331,THE QUEENSWAY,ISLINGTON AVE,30 m South of,Major Arterial,Etobicoke York,,43.623519,-79.514743,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,30 to 34,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,16,Stonegate-Queensway,16,Stonegate-Queensway (16),D22,215
-8843895.27869033,5413861.24531132,81508943,2228307,2020,2020/11/24 05:00:00+00,1922,LANSDOWNE AVE,DUPONT ST,112 m South of,Minor Arterial,Etobicoke York,,43.665751,-79.446063,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D11,216
-8843895.27869033,5413861.24531132,81508944,2228307,2020,2020/11/24 05:00:00+00,1922,LANSDOWNE AVE,DUPONT ST,112 m South of,Minor Arterial,Etobicoke York,,43.665751,-79.446063,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D11,217
-8843895.27869033,5413861.24531132,81508945,2228307,2020,2020/11/24 05:00:00+00,1922,LANSDOWNE AVE,DUPONT ST,112 m South of,Minor Arterial,Etobicoke York,,43.665751,-79.446063,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Other,unknown,None,,Unknown,"Automobile, Station Wagon",Parked,,,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),D11,218
-8852833.3432451,5411636.13912975,81515544,2390427,2020,2020/12/20 05:00:00+00,305,ISLINGTON AVE,DUNDAS ST W,12 m East of,Major Arterial,Etobicoke York,2,43.65129,-79.526355,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,15,Kingsway South,15,Kingsway South (15),D22,219
-8852833.3432451,5411636.13912975,81515545,2390427,2020,2020/12/20 05:00:00+00,305,ISLINGTON AVE,DUNDAS ST W,12 m East of,Major Arterial,Etobicoke York,2,43.65129,-79.526355,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,15,Kingsway South,15,Kingsway South (15),D22,220
-8852833.3432451,5411636.13912975,81515546,2390427,2020,2020/12/20 05:00:00+00,305,ISLINGTON AVE,DUNDAS ST W,12 m East of,Major Arterial,Etobicoke York,2,43.65129,-79.526355,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,15,Kingsway South,15,Kingsway South (15),D22,221
-8817582.24537356,5426150.75896467,81495951,1000067206,2021,2021/01/11 05:00:00+00,1915,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,33 m West of,Major Arterial,Scarborough,24,43.745558,-79.209689,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,,East,"Automobile, Station Wagon",Stopped,Speed too Fast For Condition,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,139,Scarborough Village,139,Scarborough Village (139),D43,222
-8817582.24537356,5426150.75896467,81495952,1000067206,2021,2021/01/11 05:00:00+00,1915,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,33 m West of,Major Arterial,Scarborough,24,43.745558,-79.209689,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,,East,Intercity Bus,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,139,Scarborough Village,139,Scarborough Village (139),D43,223
-8817582.24537356,5426150.75896467,81495953,1000067206,2021,2021/01/11 05:00:00+00,1915,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,33 m West of,Major Arterial,Scarborough,24,43.745558,-79.209689,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,139,Scarborough Village,139,Scarborough Village (139),D43,224
-8817582.24537356,5426150.75896467,81495954,1000067206,2021,2021/01/11 05:00:00+00,1915,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,33 m West of,Major Arterial,Scarborough,24,43.745558,-79.209689,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Minor,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,139,Scarborough Village,139,Scarborough Village (139),D43,225
-8817582.24537356,5426150.75896467,81495955,1000067206,2021,2021/01/11 05:00:00+00,1915,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,33 m West of,Major Arterial,Scarborough,24,43.745558,-79.209689,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minor,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,139,Scarborough Village,139,Scarborough Village (139),D43,226
-8812775.24712213,5441802.47492607,81503195,1000204044,2021,2021/02/01 05:00:00+00,1735,2550 PICKERING TOWN  LINE,,164 m South of,Collector,Scarborough,,43.847045,-79.166507,Mid-Block,Non Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,,South,Pick Up Truck,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,,,Yes,,144,Morningside Heights,131,Rouge (131),D42,227
-8834271.04079431,5411931.2299211,81515456,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,15 to 19,Major,,West,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,228
-8834271.04079431,5411931.2299211,81515457,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,229
-8834271.04079431,5411931.2299211,81515458,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minor,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,230
-8834271.04079431,5411931.2299211,81515459,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minor,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,231
-8834271.04079431,5411931.2299211,81515460,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,232
-8834271.04079431,5411931.2299211,81515461,1000625824,2021,2021/04/05 04:00:00+00,2345,EASTERN  AVE,GILEAD  PL,50 m East of,Minor Arterial,Toronto and East York,,43.653208,-79.359607,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,25 to 29,None,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,,Yes,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,233
-8826630.7388632,5414800.62534038,81579154,1000878925,2021,2021/05/12 04:00:00+00,2058,QUEEN ST E,MACLEAN AVE,10 m West of,Minor Arterial,Toronto and East York,19,43.671855,-79.290973,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,40 to 44,Minor,,East,"Automobile, Station Wagon",Changing Lanes,Other,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,63,The Beaches,63,The Beaches (63),D55,234
-8826630.7388632,5414800.62534038,81579155,1000878925,2021,2021/05/12 04:00:00+00,2058,QUEEN ST E,MACLEAN AVE,10 m West of,Minor Arterial,Toronto and East York,19,43.671855,-79.290973,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,30 to 34,None,,East,Street Car,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,63,The Beaches,63,The Beaches (63),D55,235
-8826630.7388632,5414800.62534038,81579156,1000878925,2021,2021/05/12 04:00:00+00,2058,QUEEN ST E,MACLEAN AVE,10 m West of,Minor Arterial,Toronto and East York,19,43.671855,-79.290973,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,30 to 34,Major,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,63,The Beaches,63,The Beaches (63),D55,236
-8845042.76000143,5422451.26561334,81579346,1001479611,2021,2021/08/05 04:00:00+00,2302,DUFFERIN ST,RANEE AVE,,Major Arterial,North York,,43.721545,-79.456371,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,Motorcycle Driver,15 to 19,Fatal,24,North,Motorcycle,Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D32,237
