_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,OBJECTID,GEO_ID,NODE_ID,MI_PRINX,geometry,LONGITUDE,LATITUDE
121,5287,CUMMER AVE,None,CONACHER DR,None,None,None,2605,436897,,2605,"{""type"": ""Point"", ""coordinates"": [-79.39690900612295, 43.79150999746158]}",-79.39690900612295,43.79150999746158
122,5288,CUMMER AVE,None,RUDDINGTON DR,None,None,RUDDINGTON PARK,2606,30093577,,2606,"{""type"": ""Point"", ""coordinates"": [-79.3903159995624, 43.79312799844552]}",-79.3903159995624,43.79312799844552
123,5290,DAVENPORT RD,None,GREENLAW AVE,None,None,None,2607,20045924,,2607,"{""type"": ""Point"", ""coordinates"": [-79.4454970016118, 43.67202700381694]}",-79.4454970016118,43.67202700381694
124,5291,DAVENPORT RD,None,SHAW ST,None,None,None,2608,8007458,,2608,"{""type"": ""Point"", ""coordinates"": [-79.42818399452766, 43.67474300312069]}",-79.42818399452766,43.67474300312069
125,5292,DAVENPORT RD,None,HOWLAND AVE,None,None,None,2609,1140941,,2609,"{""type"": ""Point"", ""coordinates"": [-79.41343999810924, 43.67679699922075]}",-79.41343999810924,43.67679699922075
126,5293,DAVISVILLE AVE,125m WEST OF,PAILTON CRES,None,None,None,2610,11272480,,2610,"{""type"": ""Point"", ""coordinates"": [-79.39241999557974, 43.69918000352981]}",-79.39241999557974,43.69918000352981
127,5295,DONLANDS AVE,None,FIELDING AVE,None,None,WILKINSON JR PUBLIC SCHOOL,2611,1139911,,2611,"{""type"": ""Point"", ""coordinates"": [-79.33800000004558, 43.68218000150185]}",-79.33800000004558,43.68218000150185
128,5296,DONLANDS AVE,None,PLAINS RD,None,None,None,2612,10269630,,2612,"{""type"": ""Point"", ""coordinates"": [-79.3424500042689, 43.69310000159923]}",-79.3424500042689,43.69310000159923
129,5297,DONLANDS AVE,50m NORTH OF,MEMORIAL PARK AVE,None,None,HOLY CROSS CATHOLIC SCHOOL,2613,14646499,,2613,"{""type"": ""Point"", ""coordinates"": [-79.34115499500025, 43.68985800430405]}",-79.34115499500025,43.68985800430405
130,5298,THE DONWAY E,None,GREENLAND RD,None,None,None,2614,30004314,,2614,"{""type"": ""Point"", ""coordinates"": [-79.33993000108005, 43.73380000005125]}",-79.33993000108005,43.73380000005125
131,5299,THE DONWAY W,None,DUNCAIRN RD,None,None,None,2615,30004508,,2615,"{""type"": ""Point"", ""coordinates"": [-79.3465470006734, 43.73960799625068]}",-79.3465470006734,43.73960799625068
132,5300,THE KINGSWAY,None,HARTFIELD RD,None,None,HUMBER VALLEY JR MIDDLE SCHOOL,2616,910250,,2616,"{""type"": ""Point"", ""coordinates"": [-79.52662399819614, 43.66646300221163]}",-79.52662399819614,43.66646300221163
133,5301,THE KINGSWAY,None,PRINCE GEORGE DR,None,None,None,2617,909914,13463815.0,2617,"{""type"": ""Point"", ""coordinates"": [-79.5410639991236, 43.67023600131975]}",-79.5410639991236,43.67023600131975
134,5302,PRINCESS MARGARET BLVD,None,PRINCESS ANNE CRES,None,None,ST GEORGE'S JR SCHOOL,2618,909765,,2618,"{""type"": ""Point"", ""coordinates"": [-79.54247599720124, 43.67274999729569]}",-79.54247599720124,43.67274999729569
135,5303,ELMHURST DR,None,DRUMHELLER RD,None,None,None,2619,907596,,2619,"{""type"": ""Point"", ""coordinates"": [-79.56371200027453, 43.72389000042026]}",-79.56371200027453,43.72389000042026
136,5304,ELMHURST DR,None,MUNCEY AVE,None,None,TIMOTHY CHRISTIAN SCHOOL,2620,907576,,2620,"{""type"": ""Point"", ""coordinates"": [-79.55346000327442, 43.72441000025045]}",-79.55346000327442,43.72441000025045
137,5305,RENFORTH DR,105m SOUTH OF,GENTIAN DR,None,None,MOTHER CABRINI CATHOLIC SCHOOL,2621,910405,,2621,"{""type"": ""Point"", ""coordinates"": [-79.58517400209206, 43.663983000983706]}",-79.58517400209206,43.663983000983706
138,5306,THE WESTWAY,None,CALLOWHILL DR,None,None,KIPLING COLLEGIATE,2622,909272,,2622,"{""type"": ""Point"", ""coordinates"": [-79.56420600456902, 43.68405499868938]}",-79.56420600456902,43.68405499868938
139,5307,PARK LAWN RD,None,DODDINGTON DR,None,None,ST MARK'S CATHOLIC CHURCH,2623,912674,,2623,"{""type"": ""Point"", ""coordinates"": [-79.49239999635954, 43.63387000219281]}",-79.49239999635954,43.63387000219281
140,5309,RATHBURN RD,230m WEST OF,THE WEST MALL,None,None,NATIVITY OF OUR LORD CATHOLIC SCHOOL,2624,911125,,2624,"{""type"": ""Point"", ""coordinates"": [-79.57522799758624, 43.65238100273389]}",-79.57522799758624,43.65238100273389
141,5314,WASHBURN WAY,None,GRIFFEN DR,None,None,ST BARNABUS CATHOLIC SCHOOL,2625,105391,,2625,"{""type"": ""Point"", ""coordinates"": [-79.2281560059104, 43.79833899659383]}",-79.2281560059104,43.79833899659383
142,5315,ROYAL YORK RD,None,KINGSGROVE BLVD,None,None,None,2626,10071609,,2626,"{""type"": ""Point"", ""coordinates"": [-79.51413900293224, 43.65363000191894]}",-79.51413900293224,43.65363000191894
143,5319,DOVERCOURT RD,None,SHANLY ST,None,None,None,2627,14011370,,2627,"{""type"": ""Point"", ""coordinates"": [-79.43052000529858, 43.66441000113238]}",-79.43052000529858,43.66441000113238
144,5320,DOVERCOURT RD,25m NORTH OF,ST ANNES RD,None,None,None,2628,9410106,13466553.0,2628,"{""type"": ""Point"", ""coordinates"": [-79.42566400414823, 43.6517049991609]}",-79.42566400414823,43.6517049991609
145,5324,DREWRY AVE,None,NORWIN ST,None,None,RJ LANG ELEMENTARY AND MIDDLE SCHOOL,2629,437473,,2629,"{""type"": ""Point"", ""coordinates"": [-79.42797899812882, 43.78477700117804]}",-79.42797899812882,43.78477700117804
146,5325,DREWRY AVE,None,PECKFORD RD,None,None,None,2630,7226461,,2630,"{""type"": ""Point"", ""coordinates"": [-79.44138699578458, 43.78179700163438]}",-79.44138699578458,43.78179700163438
147,5327,DUFFERIN ST,None,FLORENCE ST,None,None,ALEX MUIR PUBLIC SCHOOL,2631,1146365,13467502.0,2631,"{""type"": ""Point"", ""coordinates"": [-79.4300370012591, 43.64596499730807]}",-79.4300370012591,43.64596499730807
148,5328,DUNCAN MILL RD,None,VALLEYBROOK DR,None,None,None,2632,30005251,,2632,"{""type"": ""Point"", ""coordinates"": [-79.35310499562546, 43.761895998863935]}",-79.35310499562546,43.761895998863935
149,5329,DUPONT ST,None,BARTLETT AVE,None,None,None,2633,14234566,,2633,"{""type"": ""Point"", ""coordinates"": [-79.4365060019096, 43.668932000015104]}",-79.4365060019096,43.668932000015104
150,5334,DUPONT ST,None,PERTH AVE,None,None,None,2634,1143120,,2634,"{""type"": ""Point"", ""coordinates"": [-79.45248399806, 43.66547500053399]}",-79.45248399806,43.66547500053399
151,5336,EAST AVE,None,MABERLEY CRES,None,None,WILLIAM G DAVIS JR PS,2635,2375314,,2635,"{""type"": ""Point"", ""coordinates"": [-79.13349000554061, 43.78522000176934]}",-79.13349000554061,43.78522000176934
152,5337,EAST DR,None,BEXLEY CRES,None,None,None,2636,30102876,,2636,"{""type"": ""Point"", ""coordinates"": [-79.49984199494845, 43.678220997940514]}",-79.49984199494845,43.678220997940514
153,5338,THE EAST MALL,125m NORTH OF,ROBINGLADE DR,None,None,None,2637,910870,,2637,"{""type"": ""Point"", ""coordinates"": [-79.56580499545562, 43.65658400301302]}",-79.56580499545562,43.65658400301302
154,5339,THE EAST MALL,260m SOUTH OF,CAPRI RD,None,None,BURNAMTHORPE C.I. /  WEST GLEN JR SCHOOL,2638,6765661,,2638,"{""type"": ""Point"", ""coordinates"": [-79.5620839938796, 43.65050199587693]}",-79.5620839938796,43.65050199587693
155,5341,EASTERN AVE,None,MORSE ST,None,None,None,2639,1143977,,2639,"{""type"": ""Point"", ""coordinates"": [-79.34006200176076, 43.658129996604224]}",-79.34006200176076,43.658129996604224
156,5343,EASTWOOD RD,None,HIGHCROFT RD,None,None,None,2640,1141353,,2640,"{""type"": ""Point"", ""coordinates"": [-79.31685099462196, 43.67342399736634]}",-79.31685099462196,43.67342399736634
157,5344,EILEEN AVE,25m WEST OF,MILDRED AVE,None,None,None,2641,30095590,,2641,"{""type"": ""Point"", ""coordinates"": [-79.49805599867362, 43.668798997861664]}",-79.49805599867362,43.668798997861664
158,5346,ELMCREST RD,None,LAVER RD,None,None,None,2642,7471822,,2642,"{""type"": ""Point"", ""coordinates"": [-79.58402000185562, 43.64478999674023]}",-79.58402000185562,43.64478999674023
159,5347,ELMHURST DR,None,TURPIN AVE,None,None,None,2643,907584,,2643,"{""type"": ""Point"", ""coordinates"": [-79.55479900158358, 43.72407000123712]}",-79.55479900158358,43.72407000123712
160,5352,FOXWELL ST,None,BRUTON RD,None,None,None,2644,30095599,,2644,"{""type"": ""Point"", ""coordinates"": [-79.49873899570328, 43.67004599785427]}",-79.49873899570328,43.67004599785427
161,5353,GALLOWAY RD,200m SOUTH OF,LAWRENCE AVE E,None,None,None,2645,6570368,,2645,"{""type"": ""Point"", ""coordinates"": [-79.19572199637567, 43.764404000719935]}",-79.19572199637567,43.764404000719935
162,5355,GERRARD ST E,None,ALTON AVE,PRUST AVE,None,None,2646,10575733,,2646,"{""type"": ""Point"", ""coordinates"": [-79.33049999548497, 43.67037299756276]}",-79.33049999548497,43.67037299756276
163,5356,GERRARD ST E,None,BERKELEY ST,None,None,None,2647,4014966,,2647,"{""type"": ""Point"", ""coordinates"": [-79.36846000217268, 43.662045996907516]}",-79.36846000217268,43.662045996907516
164,5362,GERRARD ST E,None,ASHDALE AVE,None,None,None,2648,1141578,,2648,"{""type"": ""Point"", ""coordinates"": [-79.3219050039524, 43.67232100379178]}",-79.3219050039524,43.67232100379178
165,5363,GERRARD ST E,None,BEATON AVE,None,None,BOWMORE ROAD JR AND SR P.S.,2649,10558220,,2649,"{""type"": ""Point"", ""coordinates"": [-79.31700199930852, 43.676148002791166]}",-79.31700199930852,43.676148002791166
166,5364,GERRARD ST E,None,DE GRASSI ST,None,None,EASTDALE COLLEGIATE,2650,1142671,,2650,"{""type"": ""Point"", ""coordinates"": [-79.34858700260855, 43.66633900143259]}",-79.34858700260855,43.66633900143259
167,5365,GERRARD ST E,None,KINGSMOUNT PARK RD,None,None,None,2651,1140245,,2651,"{""type"": ""Point"", ""coordinates"": [-79.31284699937697, 43.67966999831123]}",-79.31284699937697,43.67966999831123
168,5366,GERRARD ST E,None,LESLIE ST,None,None,None,2652,11585548,,2652,"{""type"": ""Point"", ""coordinates"": [-79.33311600512997, 43.66978999601566]}",-79.33311600512997,43.66978999601566
169,5369,GLENROY AVE,None,HUMBERVALE BLVD,None,None,SUNNYLEA JR SCHOOL,2653,911803,,2653,"{""type"": ""Point"", ""coordinates"": [-79.50779300498228, 43.64252199918627]}",-79.50779300498228,43.64252199918627
170,5370,GOLFDOWN DR,50m WEST OF,ENDICOTT AVE,None,None,THE ELMS JR MIDDLE SCHOOL,2654,907635,,2654,"{""type"": ""Point"", ""coordinates"": [-79.55206599572503, 43.722919002371825]}",-79.55206599572503,43.722919002371825
171,5371,GOLFDOWN DR,None,TURPIN AVE,None,None,ST. STEPHEN CATHOLIC SCHOOL,2655,907698,,2655,"{""type"": ""Point"", ""coordinates"": [-79.55423199905813, 43.722421999512825]}",-79.55423199905813,43.722421999512825
172,5372,GRANDRAVINE DR,None,SHARPECROFT BLVD,None,None,GRANDRAVINE COMMUNITY CENTRE,2656,7369138,,2656,"{""type"": ""Point"", ""coordinates"": [-79.48984400558994, 43.752086002623024]}",-79.48984400558994,43.752086002623024
173,5374,GREENWOOD AVE,None,GLEBEHOLME BLVD,None,None,DANFORTH COLLEGIATE INSTITUTE,2657,1139662,,2657,"{""type"": ""Point"", ""coordinates"": [-79.33342999745066, 43.68402999826261]}",-79.33342999745066,43.68402999826261
174,5375,GREENWOOD AVE,None,IVY AVE,None,None,None,2658,10576674,,2658,"{""type"": ""Point"", ""coordinates"": [-79.32903999785196, 43.67342000433854]}",-79.32903999785196,43.67342000433854
175,5376,GRENOBLE DR,180m WEST OF,DEAUVILLE LANE,None,None,GRENOBLE JR PUBLIC SCHOOL,2659,30093218,,2659,"{""type"": ""Point"", ""coordinates"": [-79.3324920061752, 43.716054996312884]}",-79.3324920061752,43.716054996312884
176,5381,EASTDALE AVE,None,GOODWOOD PARK CRES,None,None,None,2660,7762643,,2660,"{""type"": ""Point"", ""coordinates"": [-79.30062999749595, 43.69450999566548]}",-79.30062999749595,43.69450999566548
177,5382,HARBORD ST,None,BORDEN ST,None,None,CENTRAL TECHNICAL SCHOOL,2661,10906471,13464856.0,2661,"{""type"": ""Point"", ""coordinates"": [-79.4072170054946, 43.66201600121515]}",-79.4072170054946,43.66201600121515
178,5384,HARBORD ST,None,ROBERT ST,None,None,None,2662,1143459,13464734.0,2662,"{""type"": ""Point"", ""coordinates"": [-79.40386699832675, 43.662699000301224]}",-79.40386699832675,43.662699000301224
179,5385,HAWKSBURY DR,None,BAYVIEW MEWS LANE,None,None,HAWKSBURY PARK,2663,7941471,,2663,"{""type"": ""Point"", ""coordinates"": [-79.38356700482747, 43.77058899794334]}",-79.38356700482747,43.77058899794334
180,5387,HIGHCASTLE RD,None,OAKMEADOW BLVD,None,None,SOUTH INT,2664,106483,,2664,"{""type"": ""Point"", ""coordinates"": [-79.21459000469112, 43.78682000318989]}",-79.21459000469112,43.78682000318989
181,5389,HOLLEY AVE,None,PARKE ST,None,None,None,2665,30073428,,2665,"{""type"": ""Point"", ""coordinates"": [-79.5304580003471, 43.70647700072828]}",-79.5304580003471,43.70647700072828
182,5390,HORNER AVE,None,FOCH AVE,None,None,SIR ADAM BECK PUBLIC SCHOOL,2666,5662885,,2666,"{""type"": ""Point"", ""coordinates"": [-79.54847000111752, 43.60099699882419]}",-79.54847000111752,43.60099699882419
183,5391,HOWARD PARK AVE,None,SUNNYSIDE AVE,None,None,None,2667,8594370,13466723.0,2667,"{""type"": ""Point"", ""coordinates"": [-79.45340900538258, 43.65105299732594]}",-79.45340900538258,43.65105299732594
184,5392,HUMBER BLVD,40m NORTH OF,CLIFF ST,None,None,None,2668,9051,,2668,"{""type"": ""Point"", ""coordinates"": [-79.48340499871433, 43.678693001695045]}",-79.48340499871433,43.678693001695045
185,5393,HUMBER BLVD,None,LOUVAIN ST,None,None,NORTH INTERSECTION,2669,8937,,2669,"{""type"": ""Point"", ""coordinates"": [-79.4820469944228, 43.68066800003173]}",-79.4820469944228,43.68066800003173
186,5394,HUMBER BLVD,None,LOUVAIN ST,None,ARCH BISHOP ROMERO CATHOLIC SCHOOL,SOUTH INTERSECTION,2670,2884873,,2670,"{""type"": ""Point"", ""coordinates"": [-79.48182100565866, 43.6805779961874]}",-79.48182100565866,43.6805779961874
187,5395,HUMBER COLLEGE BLVD,90m SOUTH OF,WINDWOOD DR,None,None,HUMBER COLLEGE,2671,12387603,,2671,"{""type"": ""Point"", ""coordinates"": [-79.60670499655676, 43.73076699576049]}",-79.60670499655676,43.73076699576049
188,5396,HUNTINGWOOD DR,None,COLINAYRE CRES,None,None,None,2672,105938,,2672,"{""type"": ""Point"", ""coordinates"": [-79.29561699515475, 43.79453899552742]}",-79.29561699515475,43.79453899552742
189,5397,HUNTINGWOOD DR,None,FAIRGLEN AVE,None,None,None,2673,6547241,,2673,"{""type"": ""Point"", ""coordinates"": [-79.32295600358437, 43.78096700307848]}",-79.32295600358437,43.78096700307848
190,5398,SURREY AVE,None,INNISWOOD DR,None,None,None,2674,111039,,2674,"{""type"": ""Point"", ""coordinates"": [-79.30613000335676, 43.7365700022624]}",-79.30613000335676,43.7365700022624
191,5402,JONES AVE,None,STRATHCONA AVE,BAIRD AVE,None,EARL GREY SR PUBLIC SCHOOL,2675,8822783,,2675,"{""type"": ""Point"", ""coordinates"": [-79.33888000263548, 43.67695999737768]}",-79.33888000263548,43.67695999737768
192,5403,JONES AVE,None,HAZELWOOD AVE,None,None,None,2676,1140417,,2676,"{""type"": ""Point"", ""coordinates"": [-79.33978000335051, 43.679029998823495]}",-79.33978000335051,43.679029998823495
193,5404,KANE AVE,None,EWART AVE,None,SILVERTHORN COMMUNITY SCHOOL,None,2677,8344,,2677,"{""type"": ""Point"", ""coordinates"": [-79.46892400286437, 43.68783299906757]}",-79.46892400286437,43.68783299906757
194,5405,KENDLETON DR,None,ORPINGTON CRES,None,None,EAST INTERSECTION,2678,907003,,2678,"{""type"": ""Point"", ""coordinates"": [-79.58390099686108, 43.73863699705244]}",-79.58390099686108,43.73863699705244
195,5406,KENNEDY RD,None,CRAIGLEE DR,None,None,None,2679,112531,,2679,"{""type"": ""Point"", ""coordinates"": [-79.2570439981995, 43.70569099968002]}",-79.2570439981995,43.70569099968002
196,5410,KING ST W,70m WEST OF,WILSON PARK RD,None,None,None,2680,30099743,,2680,"{""type"": ""Point"", ""coordinates"": [-79.44228799568337, 43.63704600304677]}",-79.44228799568337,43.63704600304677
197,5413,KING ST E,None,ONTARIO ST,None,None,None,2681,8353870,13466404.0,2681,"{""type"": ""Point"", ""coordinates"": [-79.36608700500564, 43.65176399724318]}",-79.36608700500564,43.65176399724318
198,5414,KING ST E,None,SACKVILLE ST,None,None,None,2682,30073980,13465975.0,2682,"{""type"": ""Point"", ""coordinates"": [-79.36034899970618, 43.654410002076304]}",-79.36034899970618,43.654410002076304
199,5417,KING ST W,None,BRANT ST,None,None,None,2683,10222754,13467592.0,2683,"{""type"": ""Point"", ""coordinates"": [-79.3976469979606, 43.64495399957373]}",-79.3976469979606,43.64495399957373
200,5422,THE KINGSWAY,None,ANGLESEY BLVD,None,None,None,2684,910250,,2684,"{""type"": ""Point"", ""coordinates"": [-79.52194299952858, 43.66403999934583]}",-79.52194299952858,43.66403999934583
201,5424,LAMBTON AVE,None,GUESTVILLE AVE,None,None,None,2685,10367412,,2685,"{""type"": ""Point"", ""coordinates"": [-79.4890000007957, 43.683081997173446]}",-79.4890000007957,43.683081997173446
202,5426,LANSDOWNE AVE,130m SOUTH OF,RIDEAU AVE,None,None,None,2686,20061774,,2686,"{""type"": ""Point"", ""coordinates"": [-79.43870999587573, 43.64587999861415]}",-79.43870999587573,43.64587999861415
203,5429,LANSDOWNE AVE,None,PATON RD,None,None,None,2687,1143820,,2687,"{""type"": ""Point"", ""coordinates"": [-79.44362999671712, 43.66075999951819]}",-79.44362999671712,43.66075999951819
204,5430,LANSDOWNE AVE,175m NORTH OF,SEAFORTH AVE,None,None,None,2688,14016992,,2688,"{""type"": ""Point"", ""coordinates"": [-79.43805499797034, 43.64421600345454]}",-79.43805499797034,43.64421600345454
205,5432,LA ROSE AVE,60m EAST OF,GRIGGSDEN AVE,None,151 LA ROSE AVE,LA ROSE AVE SHOPPING PLAZA,2689,9345057,,2689,"{""type"": ""Point"", ""coordinates"": [-79.52346300339535, 43.68505700372272]}",-79.52346300339535,43.68505700372272
206,5433,LA ROSE AVE,None,ARCADE DR,None,45 LA ROSE AVE,None,2690,909113,,2690,"{""type"": ""Point"", ""coordinates"": [-79.51640699645621, 43.68648600330597]}",-79.51640699645621,43.68648600330597
207,5435,LIVINGSTON RD,None,ROWATSON RD,None,None,GUILDWOOD JR PUBLIC SCHOOL,2691,14669051,,2691,"{""type"": ""Point"", ""coordinates"": [-79.20060099686256, 43.75074500165555]}",-79.20060099686256,43.75074500165555
208,5436,LOGAN AVE,None,MC CONNELL AVE,None,None,None,2692,1140879,,2692,"{""type"": ""Point"", ""coordinates"": [-79.34897400535975, 43.67615400206484]}",-79.34897400535975,43.67615400206484
209,5437,LUMSDEN AVE,None,BARRINGTON AVE,None,None,None,2693,30015306,,2693,"{""type"": ""Point"", ""coordinates"": [-79.30336000005629, 43.695180000846975]}",-79.30336000005629,43.695180000846975
210,5439,MABELLE AVE,225m SOUTH OF,DUNDAS ST W,None,None,#49 MABELLE AVE,2694,7042040,,2694,"{""type"": ""Point"", ""coordinates"": [-79.52850999575847, 43.645350001069254]}",-79.52850999575847,43.645350001069254
211,5440,MAIN ST,None,SWANWICK AVE,None,None,KIMBERLY JR P.S.,2695,14016242,,2695,"{""type"": ""Point"", ""coordinates"": [-79.2995000032053, 43.68229999899558]}",-79.2995000032053,43.68229999899558
212,5441,MAIN ST,None,BENLAMOND AVE,None,None,None,2696,1140025,,2696,"{""type"": ""Point"", ""coordinates"": [-79.29891999416768, 43.680959999424864]}",-79.29891999416768,43.680959999424864
213,5443,MANSE RD,80m SOUTH OF,HAINFORD ST,None,JOSEPH BRANT SR PUBLIC SCHOOL,HERON PARK JR PUBLIC SCHOOL,2697,30082495,,2697,"{""type"": ""Point"", ""coordinates"": [-79.17509899882332, 43.76775300185464]}",-79.17509899882332,43.76775300185464
214,5456,MC CAUL ST,None,GRANGE RD,None,None,None,2698,12631085,13466350.0,2698,"{""type"": ""Point"", ""coordinates"": [-79.39066700200972, 43.652411998391386]}",-79.39066700200972,43.652411998391386
215,5457,MC CAUL ST,None,ORDE ST,None,None,None,2699,14022820,13465455.0,2699,"{""type"": ""Point"", ""coordinates"": [-79.39304400538435, 43.65803699617934]}",-79.39304400538435,43.65803699617934
216,5460,MCRAE DR,None,CRANDALL RD,None,None,TORONTO (LEASIDE) PUBLIC LIBRARY,2700,588,,2700,"{""type"": ""Point"", ""coordinates"": [-79.3678650051509, 43.70656900429292]}",-79.3678650051509,43.70656900429292
217,5462,MELROSE ST,105m WEST OF,WESLEY ST,None,None,GEORGE R GAULD JR SCHOOL,2701,913522,,2701,"{""type"": ""Point"", ""coordinates"": [-79.49812900416774, 43.62032200116003]}",-79.49812900416774,43.62032200116003
218,5463,MERTON ST,160m EAST OF,YONGE ST,None,None,None,2702,30074578,,2702,"{""type"": ""Point"", ""coordinates"": [-79.39425999971704, 43.696535999588164]}",-79.39425999971704,43.696535999588164
219,5464,MIDLAND AVE,None,AYLESWORTH AVE,None,None,JOHN A. LESLIE PUBLIC SCHOOL,2703,112075,,2703,"{""type"": ""Point"", ""coordinates"": [-79.24931699584945, 43.71383900074872]}",-79.24931699584945,43.71383900074872
220,5468,MILITARY TRL,170m WEST OF,MORNINGSIDE AVE,None,None,MILITARY TRAIL PUBLIC SCHOOL,2704,14658974,,2704,"{""type"": ""Point"", ""coordinates"": [-79.19637700148056, 43.78989599718135]}",-79.19637700148056,43.78989599718135
221,5469,MILITARY TRL,200m EAST OF,HIGHCASTLE RD,None,None,HIGHCASTLE JR PUBLIC SCHOOL,2705,106435,,2705,"{""type"": ""Point"", ""coordinates"": [-79.21167099605171, 43.78658699996349]}",-79.21167099605171,43.78658699996349
222,5470,MILITARY TRL,None,SKYRIDGE RD,PRIVATE ACCESS,451 MILITARY TRAIL,None,2706,106161,,2706,"{""type"": ""Point"", ""coordinates"": [-79.20636299549011, 43.78953900106617]}",-79.20636299549011,43.78953900106617
223,5471,MILL RD,125m NORTH OF,LAVER RD,None,None,MILL VALLEY JR SCHOOL,2707,7471917,,2707,"{""type"": ""Point"", ""coordinates"": [-79.58736400592277, 43.64389900080059]}",-79.58736400592277,43.64389900080059
224,5472,MILL RD,None,TOLEDO RD,None,None,MILLWOOD JR SCHOOL,2708,912833,,2708,"{""type"": ""Point"", ""coordinates"": [-79.57677199764922, 43.63387400074722]}",-79.57677199764922,43.63387400074722
225,5473,MIMICO AVE,None,ELIZABETH ST,None,None,JOHN ENGLISH JR MIDDLE SCHOOL,2709,913943,,2709,"{""type"": ""Point"", ""coordinates"": [-79.49510800121134, 43.61261499936213]}",-79.49510800121134,43.61261499936213
226,5474,MONTERREY DR,None,AMARON AVE,None,None,BEAUMONDE HEIGHTS JR MIDDLE SCHOOL,2710,906864,,2710,"{""type"": ""Point"", ""coordinates"": [-79.57567399612924, 43.742777998540625]}",-79.57567399612924,43.742777998540625
227,5475,MONTGOMERY RD,None,WILGAR RD,None,None,OUR LADY OF SORROWS ELEMENTARY,2711,10756376,,2711,"{""type"": ""Point"", ""coordinates"": [-79.51791899628059, 43.64852499856185]}",-79.51791899628059,43.64852499856185
228,5477,MORNINGSIDE AVE,None,CUMBER AVE,FORDOVER DR,None,None,2712,109491,13449162.0,2712,"{""type"": ""Point"", ""coordinates"": [-79.18049499971717, 43.75478400277782]}",-79.18049499971717,43.75478400277782
229,5479,MORTIMER AVE,None,BONNIE BRAE BLVD,None,None,None,2713,1652,,2713,"{""type"": ""Point"", ""coordinates"": [-79.33181000563792, 43.68945900276676]}",-79.33181000563792,43.68945900276676
230,5481,NELSON ST,None,FARMBROOK RD,None,None,CEDARBROOK JR PUBLIC SCHOOL,2714,110186,,2714,"{""type"": ""Point"", ""coordinates"": [-79.22894799459554, 43.746987997788956]}",-79.22894799459554,43.746987997788956
231,5482,NORSEMAN ST,None,GLADFERN RD,None,None,NORSEMAN JR MIDDLE SCHOOL,2715,7794393,,2715,"{""type"": ""Point"", ""coordinates"": [-79.51586299793784, 43.63497799903373]}",-79.51586299793784,43.63497799903373
232,5484,OAKWOOD AVE,None,CLOVELLY AVE,None,None,None,2716,7809,,2716,"{""type"": ""Point"", ""coordinates"": [-79.44177999566678, 43.69495000131801]}",-79.44177999566678,43.69495000131801
233,5485,OAKWOOD AVE,None,CONWAY AVE,None,None,None,2717,8830,,2717,"{""type"": ""Point"", ""coordinates"": [-79.43686999952706, 43.68260999678306]}",-79.43686999952706,43.68260999678306
234,5486,OAKWOOD AVE,50m SOUTH OF,EARLSDALE AVE,None,None,C. BERETON PARK,2718,8538,,2718,"{""type"": ""Point"", ""coordinates"": [-79.43784099576995, 43.684987999447856]}",-79.43784099576995,43.684987999447856
235,5489,ORTON PARK RD,235m SOUTH OF,ELLESMERE RD,None,None,None,2719,107216,,2719,"{""type"": ""Point"", ""coordinates"": [-79.21502399863596, 43.77836700151926]}",-79.21502399863596,43.77836700151926
236,5492,OSSINGTON AVE,None,ESSEX ST,None,None,None,2720,1142925,,2720,"{""type"": ""Point"", ""coordinates"": [-79.42750999470917, 43.66649999774808]}",-79.42750999470917,43.66649999774808
237,5493,OSSINGTON AVE,None,LEEDS ST,None,None,None,2721,1143238,,2721,"{""type"": ""Point"", ""coordinates"": [-79.42654999822726, 43.6641600003857]}",-79.42654999822726,43.6641600003857
238,5497,PACKARD BLVD,50m SOUTH OF,STANWELL DR,None,None,WALKWAY TO ST. ANDREWS P.S.,2722,108418,,2722,"{""type"": ""Point"", ""coordinates"": [-79.25323599447123, 43.767617004227304]}",-79.25323599447123,43.767617004227304
239,5498,PAINTED POST DR,None,CAREW GT,BARLOW RD,None,None,2723,108042,,2723,"{""type"": ""Point"", ""coordinates"": [-79.22314699990422, 43.770264004110295]}",-79.22314699990422,43.770264004110295
240,5504,PAPE AVE,None,BAIN AVE,None,None,None,2724,1141630,,2724,"{""type"": ""Point"", ""coordinates"": [-79.34236999993112, 43.67293000316027]}",-79.34236999993112,43.67293000316027
241,5506,PAPE AVE,None,HARCOURT AVE,None,None,None,2725,1140638,,2725,"{""type"": ""Point"", ""coordinates"": [-79.34429000372437, 43.67750000364502]}",-79.34429000372437,43.67750000364502
242,5507,PAPE AVE,None,STRATHCONA AVE,None,None,None,2726,1140910,,2726,"{""type"": ""Point"", ""coordinates"": [-79.34362599862052, 43.6759030015089]}",-79.34362599862052,43.6759030015089
243,5508,PARK LAWN RD,None,HILL HEIGHTS RD,None,None,PARK LAWN JR MIDDLE SCHOOL,2727,912282,,2727,"{""type"": ""Point"", ""coordinates"": [-79.4942750038118, 43.638205997121595]}",-79.4942750038118,43.638205997121595
244,5509,PARLIAMENT ST,200m NORTH OF,WELLESLEY ST E,None,None,None,2728,7640147,,2728,"{""type"": ""Point"", ""coordinates"": [-79.37026000560033, 43.66994000191151]}",-79.37026000560033,43.66994000191151
